ID Client,Age,Annual Income,Purchase Score
3215,56,106,56
3216,67,130,75
3217,52,96,29
3218,18,111,54
3219,41,105,83
3220,53,123,83
3221,23,56,53
3222,58,67,26
3223,63,142,83
3224,61,130,58
3225,48,127,6
3226,37,14,39
3227,41,105,93
3228,42,30,71
3229,53,137,1
3230,38,133,13
3231,47,30,9
3232,41,63,49
3233,61,147,17
3234,59,113,17
3235,47,120,15
3236,39,125,51
3237,45,66,68
3238,24,137,51
3239,52,129,30
3240,45,79,100
3241,31,104,83
3242,27,108,22
3243,33,51,95
3244,33,79,41
3245,48,11,80
3246,59,118,61
3247,42,74,76
3248,30,79,49
3249,23,78,76
3250,61,130,80
3251,26,118,14
3252,62,69,89
3253,53,102,43
3254,60,21,91
3255,37,112,41
3256,35,121,44
3257,60,74,93
3258,38,57,34
3259,21,97,21
3260,67,71,73
3261,50,53,74
3262,44,145,37
3263,24,64,96
3264,23,117,69
3265,32,56,63
3266,35,11,100
3267,49,122,6
3268,28,20,43
3269,37,147,75
3270,41,121,6
3271,32,99,65
3272,65,64,59
3273,24,26,0
3274,38,77,61
3275,59,142,86
3276,43,61,88
3277,61,147,17
3278,31,106,6
3279,54,57,53
3280,38,38,66
3281,35,36,92
3282,22,113,9
3283,20,69,60
3284,40,115,58
3285,43,78,58
3286,54,123,68
3287,41,30,62
3288,66,111,97
3289,36,140,7
3290,68,104,77
3291,42,114,54
3292,38,134,5
3293,29,11,0
3294,58,75,55
3295,50,122,96
3296,67,51,74
3297,21,29,87
3298,59,106,9
3299,24,77,22
3300,39,84,15
3301,50,134,100
3302,34,56,15
3303,41,14,55
3304,51,58,94
3305,45,133,5
3306,60,46,29
3307,58,28,62
3308,56,49,100
3309,39,26,0
3310,66,108,50
3311,34,102,88
3312,51,51,45
3313,23,132,20
3314,63,116,98
3315,23,81,37
3316,51,74,68
3317,18,118,62
3318,27,62,49
3319,38,144,11
3320,22,142,68
3321,19,33,72
3322,39,37,43
3323,65,71,51
3324,19,26,8
3325,27,29,98
3326,51,12,64
3327,33,60,9
3328,65,145,45
3329,68,12,99
3330,56,82,57
3331,39,114,36
3332,29,127,51
3333,41,43,98
3334,64,146,80
3335,57,71,12
3336,55,129,5
3337,27,124,57
3338,52,22,100
3339,68,78,47
3340,66,86,31
3341,49,10,10
3342,24,98,80
3343,38,56,4
3344,37,13,5
3345,43,19,73
3346,21,37,96
3347,63,130,93
3348,69,135,20
3349,39,143,41
3350,32,149,80
3351,57,71,26
3352,38,76,2
3353,32,83,59
3354,39,104,92
3355,69,45,65
3356,45,121,92
3357,31,140,48
3358,44,122,99
3359,58,119,33
3360,57,123,36
3361,45,76,41
3362,43,135,64
3363,66,95,59
3364,19,28,89
3365,42,78,0
3366,20,19,58
3367,25,137,3
3368,61,108,13
3369,50,41,17
3370,59,121,33
3371,69,33,0
3372,52,44,52
3373,23,92,21
3374,56,79,79
3375,69,118,60
3376,40,108,21
3377,42,42,49
3378,67,65,15
3379,60,21,27
3380,36,20,91
3381,22,79,85
3382,68,149,69
3383,28,50,88
3384,29,115,41
3385,27,12,65
3386,25,12,70
3387,41,93,80
3388,45,116,34
3389,58,143,19
3390,53,29,1
3391,54,148,6
3392,38,105,95
3393,25,133,48
3394,26,30,82
3395,64,123,75
3396,32,22,8
3397,65,95,26
3398,63,44,77
3399,57,56,1
3400,35,134,84
3401,59,119,67
3402,37,46,59
3403,23,30,84
3404,29,23,85
3405,19,100,48
3406,24,69,1
3407,33,133,16
3408,20,32,82
3409,62,120,87
3410,20,133,19
3411,44,39,75
3412,67,124,88
3413,60,99,86
3414,57,47,97
3415,55,92,31
3416,50,36,50
3417,45,113,87
3418,18,125,41
3419,25,24,62
3420,54,12,88
3421,49,19,60
3422,65,129,61
3423,60,137,2
3424,54,20,88
3425,21,142,91
3426,47,78,75
3427,23,73,25
3428,63,23,47
3429,36,59,7
3430,49,81,4
3431,26,78,10
3432,29,144,41
3433,28,136,98
3434,63,25,90
3435,33,87,40
3436,18,110,18
3437,62,65,47
3438,38,114,52
3439,47,141,54
3440,30,57,60
3441,51,26,31
3442,21,120,45
3443,45,79,91
3444,55,89,35
3445,48,102,17
3446,44,47,73
3447,22,110,95
3448,42,71,17
3449,20,130,11
3450,50,57,71
3451,21,19,96
3452,42,45,45
3453,37,13,54
3454,51,53,37
3455,43,65,77
3456,22,51,1
3457,52,123,8
3458,45,30,4
3459,46,88,97
3460,26,78,18
3461,69,79,70
3462,55,76,38
3463,67,57,41
3464,23,45,16
3465,36,36,62
3466,61,81,89
3467,28,110,45
3468,19,105,90
3469,64,137,91
3470,61,35,19
3471,61,75,69
3472,26,149,7
3473,38,31,95
3474,41,26,18
3475,51,16,31
3476,39,116,18
3477,20,77,23
3478,29,137,23
3479,45,46,55
3480,47,47,80
3481,43,105,17
3482,65,148,11
3483,38,10,40
3484,45,51,86
3485,43,72,47
3486,50,90,81
3487,38,17,63
3488,52,36,15
3489,69,61,79
3490,51,100,99
3491,58,95,22
3492,68,25,85
3493,64,75,38
3494,35,14,32
3495,28,91,23
3496,40,140,60
3497,65,127,54
3498,39,90,60
3499,34,79,83
3500,22,124,96
3501,61,16,94
3502,28,59,39
3503,47,120,57
3504,32,56,71
3505,44,121,73
3506,52,52,0
3507,50,100,84
3508,37,38,24
3509,33,137,95
3510,51,142,52
3511,19,105,60
3512,52,126,45
3513,57,79,73
3514,45,139,59
3515,64,79,50
3516,56,119,72
3517,23,141,83
3518,26,65,47
3519,37,98,83
3520,18,146,39
3521,25,140,6
3522,40,109,74
3523,20,138,84
3524,21,66,18
3525,42,60,14
3526,64,121,69
3527,55,113,60
3528,32,136,55
3529,38,64,9
3530,52,10,45
3531,63,99,79
3532,69,62,74
3533,31,82,56
3534,53,117,34
3535,29,17,71
3536,34,51,91
3537,56,34,2
3538,26,47,65
3539,52,94,52
3540,30,33,77
3541,32,69,51
3542,35,120,92
3543,68,75,52
3544,50,62,53
3545,23,115,46
3546,44,105,2
3547,40,48,64
3548,44,51,14
3549,51,120,83
3550,63,113,85
3551,55,86,33
3552,31,17,49
3553,53,35,32
3554,25,149,72
3555,52,52,2
3556,36,119,1
3557,47,109,3
3558,31,72,15
3559,37,58,53
3560,66,124,32
3561,42,146,8
3562,57,74,56
3563,41,80,39
3564,31,16,51
3565,43,89,81
3566,55,76,15
3567,40,147,7
3568,39,110,86
3569,65,104,59
3570,36,96,35
3571,63,100,2
3572,68,112,14
3573,20,135,96
3574,59,122,81
3575,36,13,22
3576,26,97,2
3577,45,12,29
3578,37,100,44
3579,62,12,16
3580,24,90,57
3581,31,147,57
3582,26,103,95
3583,36,135,56
3584,64,122,6
3585,69,109,38
3586,31,62,77
3587,55,96,57
3588,53,98,55
3589,57,63,14
3590,34,29,43
3591,47,122,11
3592,26,58,7
3593,50,144,79
3594,69,38,40
3595,42,57,33
3596,31,22,45
3597,28,12,87
3598,52,11,28
3599,58,25,15
3600,31,103,4
3601,47,111,4
3602,58,143,29
3603,21,54,49
3604,21,80,4
3605,45,142,12
3606,25,65,98
3607,19,136,48
3608,58,41,88
3609,63,58,49
3610,39,22,13
3611,58,34,45
3612,33,69,89
3613,46,68,81
3614,66,67,83
3615,65,29,33
3616,47,142,70
3617,29,66,46
3618,52,63,59
3619,28,121,73
3620,63,95,78
3621,67,46,80
3622,38,93,10
3623,38,57,97
3624,22,127,90
3625,65,57,84
3626,37,121,94
3627,54,119,49
3628,20,15,3
3629,61,87,40
3630,50,32,58
3631,26,135,59
3632,26,93,80
3633,21,22,61
3634,52,56,83
3635,34,53,24
3636,51,114,86
3637,41,23,78
3638,49,130,32
3639,18,45,18
3640,25,17,56
3641,62,25,14
3642,40,100,40
3643,64,129,68
3644,57,69,79
3645,29,19,59
3646,29,40,95
3647,63,30,21
3648,64,90,42
3649,32,42,31
3650,58,40,12
3651,36,45,37
3652,43,141,25
3653,69,77,80
3654,46,99,4
3655,39,141,48
3656,57,18,96
3657,38,39,90
3658,68,124,4
3659,55,54,100
3660,37,13,70
3661,46,78,47
3662,68,32,17
3663,21,25,94
3664,24,31,5
3665,45,81,65
3666,45,57,76
3667,21,116,41
3668,39,142,51
3669,29,16,10
3670,62,60,25
3671,20,74,20
3672,39,18,65
3673,61,91,39
3674,19,54,55
3675,41,131,50
3676,51,19,19
3677,44,82,80
3678,58,57,79
3679,18,96,56
3680,25,120,4
3681,40,25,13
3682,55,62,23
3683,23,49,67
3684,39,109,51
3685,42,29,47
3686,35,78,87
3687,34,54,46
3688,29,15,59
3689,23,48,72
3690,43,111,2
3691,44,139,8
3692,25,116,81
3693,36,48,99
3694,59,127,82
3695,18,91,23
3696,46,63,3
3697,62,119,8
3698,66,21,96
3699,52,119,0
3700,57,47,34
3701,31,16,73
3702,52,87,11
3703,65,74,17
3704,62,111,77
3705,37,110,9
3706,66,53,73
3707,30,40,17
3708,55,86,23
3709,66,57,0
3710,63,91,93
3711,66,136,78
3712,25,93,71
3713,60,19,98
3714,37,38,81
3715,50,57,15
3716,43,125,84
3717,56,22,14
3718,38,56,61
3719,66,112,4
3720,59,100,44
3721,60,62,51
3722,58,101,70
3723,26,86,6
3724,41,53,26
3725,54,11,88
3726,66,110,85
3727,58,66,12
3728,34,66,16
3729,41,43,43
3730,38,67,12
3731,68,44,89
3732,56,84,72
3733,58,42,4
3734,56,124,32
3735,30,84,3
3736,28,82,91
3737,63,87,25
3738,36,18,67
3739,28,57,15
3740,30,76,100
3741,63,128,21
3742,62,142,35
3743,18,128,57
3744,57,95,54
3745,61,115,34
3746,36,85,24
3747,29,49,71
3748,25,28,80
3749,25,56,60
3750,62,74,17
3751,29,39,57
3752,65,135,75
3753,50,75,56
3754,62,14,96
3755,43,102,86
3756,56,106,62
3757,45,103,11
3758,22,115,10
3759,25,142,12
3760,42,94,34
3761,44,67,26
3762,63,88,88
3763,40,17,66
3764,47,21,88
3765,62,103,44
3766,64,100,73
3767,40,42,80
3768,66,109,66
3769,64,24,21
3770,37,123,77
3771,35,138,90
3772,35,20,41
3773,19,64,19
3774,21,11,47
3775,47,74,17
3776,50,25,76
3777,53,115,69
3778,35,39,73
3779,54,19,100
3780,36,71,92
3781,64,94,5
3782,45,143,38
3783,57,76,10
3784,37,50,24
3785,66,27,93
3786,50,67,54
3787,29,69,83
3788,68,97,57
3789,32,36,36
3790,58,77,15
3791,56,31,94
3792,19,49,92
3793,46,118,69
3794,58,83,92
3795,27,75,95
3796,19,15,72
3797,68,121,36
3798,28,27,52
3799,30,90,86
3800,27,111,15
3801,31,119,17
3802,35,39,18
3803,68,131,43
3804,26,71,1
3805,56,147,57
3806,45,129,9
3807,20,116,75
3808,37,85,45
3809,23,18,81
3810,44,48,18
3811,19,33,37
3812,46,134,36
3813,55,127,90
3814,20,43,77
3815,33,70,44
3816,47,142,33
3817,57,88,1
3818,19,59,43
3819,34,141,96
3820,58,60,82
3821,29,61,26
3822,52,131,47
3823,60,17,93
3824,18,122,6
3825,62,54,26
3826,32,97,84
3827,43,37,70
3828,54,128,88
3829,38,116,17
3830,66,36,32
3831,48,90,32
3832,42,110,95
3833,40,71,24
3834,41,71,13
3835,55,35,37
3836,45,130,37
3837,38,33,3
3838,60,48,61
3839,35,133,81
3840,53,30,9
3841,52,103,34
3842,62,124,98
3843,26,130,22
3844,55,22,88
3845,47,140,64
3846,61,28,81
3847,51,90,78
3848,49,132,24
3849,20,77,95
3850,20,28,52
3851,45,73,83
3852,61,110,16
3853,32,75,56
3854,58,75,74
3855,40,84,76
3856,57,54,88
3857,28,96,19
3858,65,76,24
3859,49,12,41
3860,53,33,44
3861,50,97,30
3862,41,26,64
3863,56,49,51
3864,51,15,79
3865,45,128,91
3866,54,129,20
3867,24,44,29
3868,21,122,2
3869,54,38,97
3870,18,16,69
3871,18,62,42
3872,64,32,28
3873,37,106,2
3874,36,145,57
3875,46,85,32
3876,27,19,74
3877,35,126,44
3878,45,33,68
3879,52,48,31
3880,60,75,81
3881,64,15,83
3882,48,30,51
3883,44,82,63
3884,28,83,39
3885,66,45,91
3886,66,140,12
3887,55,53,89
3888,22,100,79
3889,25,69,88
3890,51,102,73
3891,65,92,28
3892,69,92,62
3893,29,86,83
3894,55,35,25
3895,18,30,95
3896,48,129,58
3897,21,139,48
3898,66,117,52
3899,62,36,87
3900,67,80,30
3901,22,59,11
3902,47,104,57
3903,41,32,35
3904,20,90,9
3905,28,141,5
3906,62,29,6
3907,21,133,30
3908,43,22,90
3909,44,12,71
3910,63,140,2
3911,60,138,46
3912,44,99,84
3913,59,44,0
3914,68,23,44
3915,67,59,53
3916,23,87,49
3917,32,12,78
3918,47,49,6
3919,59,60,62
3920,54,10,14
3921,54,113,88
3922,59,144,66
3923,54,126,29
3924,52,125,77
3925,40,61,67
3926,23,129,35
3927,21,148,66
3928,35,95,4
3929,26,55,24
3930,66,85,94
3931,46,19,10
3932,30,70,71
3933,64,27,89
3934,69,95,65
3935,34,146,27
3936,62,137,59
3937,49,113,9
3938,65,110,49
3939,39,15,38
3940,21,94,36
3941,22,60,62
3942,54,45,60
3943,58,80,84
3944,66,109,91
3945,30,34,37
3946,51,148,32
3947,62,53,74
3948,39,23,44
3949,40,38,43
3950,68,83,0
3951,20,59,52
3952,59,14,46
3953,51,119,32
3954,49,131,66
3955,62,97,89
3956,68,66,14
3957,66,35,13
3958,38,15,22
3959,63,69,53
3960,61,109,7
3961,38,21,53
3962,61,84,35
3963,28,12,83
3964,56,72,51
3965,21,143,5
3966,68,28,96
3967,18,27,27
3968,45,89,49
3969,41,82,37
3970,52,140,29
3971,30,135,80
3972,64,81,72
3973,51,47,91
3974,28,77,53
3975,53,89,70
3976,68,51,45
3977,34,73,27
3978,52,87,16
3979,35,136,47
3980,57,114,43
3981,39,85,59
3982,41,141,59
3983,36,139,4
3984,54,131,68
3985,56,53,77
3986,38,111,69
3987,25,71,6
3988,45,10,52
3989,22,26,16
3990,34,25,58
3991,54,18,8
3992,53,68,94
3993,36,128,21
3994,44,146,44
3995,51,149,72
3996,28,128,58
3997,62,50,79
3998,64,75,99
3999,29,84,97
4000,38,20,12
4001,28,17,82
4002,56,143,11
4003,45,108,35
4004,22,81,9
4005,34,122,15
4006,37,116,91
4007,58,43,18
4008,63,66,5
4009,29,126,3
4010,23,129,29
4011,34,80,94
4012,68,49,45
4013,36,112,26
4014,43,133,44
4015,65,132,84
4016,61,109,36
4017,61,146,8
4018,69,67,60
4019,49,118,34
4020,23,130,46
4021,53,101,20
4022,55,59,16
4023,28,114,54
4024,50,126,87
4025,41,36,94
4026,40,41,5
4027,32,10,34
4028,44,26,49
4029,28,146,36
4030,68,93,12
4031,67,54,24
4032,34,75,95
4033,68,41,0
4034,31,54,48
4035,44,18,34
4036,35,39,82
4037,45,93,52
4038,68,69,51
4039,64,10,53
4040,64,14,75
4041,21,72,46
4042,24,74,42
4043,62,87,19
4044,52,141,32
4045,65,123,92
4046,26,34,15
4047,25,144,77
4048,69,52,6
4049,62,66,69
4050,34,81,20
4051,34,36,35
4052,66,137,85
4053,50,115,53
4054,49,80,18
4055,25,76,24
4056,36,99,66
4057,55,13,99
4058,20,115,52
4059,22,88,97
4060,30,105,74
4061,64,102,47
4062,63,83,41
4063,48,135,46
4064,33,25,90
4065,67,125,41
4066,49,27,1
4067,39,25,5
4068,46,139,45
4069,39,65,65
4070,60,88,80
4071,20,112,39
4072,27,37,57
4073,59,14,77
4074,38,115,73
4075,33,31,32
4076,29,126,61
4077,19,109,11
4078,58,22,95
4079,41,74,48
4080,52,95,87
4081,47,73,77
4082,47,41,4
4083,64,89,50
4084,52,60,68
4085,36,88,31
4086,67,115,48
4087,25,72,96
4088,43,85,59
4089,66,69,45
4090,57,74,67
4091,24,126,93
4092,47,90,40
4093,24,114,80
4094,20,137,66
4095,18,80,12
4096,53,95,99
4097,42,149,17
4098,54,80,86
4099,18,55,98
4100,32,56,96
4101,54,88,50
4102,30,139,35
4103,57,136,80
4104,25,118,33
4105,22,128,11
4106,26,110,4
4107,18,15,47
4108,53,135,90
4109,52,112,39
4110,19,46,12
4111,57,46,25
4112,40,17,13
4113,26,86,95
4114,51,49,10
4115,63,116,37
4116,31,101,79
4117,21,27,56
4118,47,66,21
4119,48,92,15
4120,55,41,76
4121,28,34,75
4122,52,42,81
4123,25,97,28
4124,20,113,81
4125,31,43,1
4126,30,111,53
4127,62,136,1
4128,49,78,2
4129,51,49,92
4130,62,89,55
4131,36,40,71
4132,55,125,10
4133,33,72,75
4134,19,57,31
4135,57,96,3
4136,34,57,8
4137,51,70,87
4138,59,149,55
4139,33,87,15
4140,55,27,80
4141,19,37,85
4142,19,89,70
4143,43,25,9
4144,30,86,92
4145,64,146,35
4146,48,35,23
4147,51,37,63
4148,56,114,55
4149,20,86,77
4150,25,18,77
4151,40,60,88
4152,31,85,21
4153,44,131,51
4154,46,41,49
4155,56,66,46
4156,56,63,22
4157,18,125,95
4158,34,71,89
4159,58,93,90
4160,47,65,75
4161,30,32,82
4162,38,26,18
4163,36,87,51
4164,36,31,33
4165,42,117,95
4166,39,26,28
4167,48,24,60
4168,34,123,84
4169,40,57,34
4170,49,122,4
4171,27,106,75
4172,27,100,6
4173,53,25,40
4174,25,107,1
4175,69,120,88
4176,37,10,9
4177,49,50,43
4178,67,57,69
4179,31,117,90
4180,67,112,34
4181,45,137,61
4182,63,39,73
4183,69,54,72
4184,41,89,19
4185,32,48,100
4186,39,54,34
4187,47,87,36
4188,21,90,71
4189,30,149,53
4190,40,102,94
4191,25,41,79
4192,35,33,27
4193,29,125,69
4194,48,22,31
4195,31,88,91
4196,51,65,10
4197,35,62,41
4198,51,77,22
4199,28,43,29
4200,58,37,8
4201,29,59,91
4202,66,139,87
4203,32,120,58
4204,48,103,27
4205,66,56,87
4206,46,35,78
4207,43,93,32
4208,35,115,46
4209,49,101,97
4210,39,129,21
4211,55,84,28
4212,34,131,33
4213,40,50,41
4214,41,61,51
4215,67,91,46
4216,25,143,73
4217,58,83,50
4218,23,75,44
4219,22,33,93
4220,61,37,74
4221,46,126,33
4222,45,123,20
4223,28,70,12
4224,18,78,53
4225,60,123,24
4226,36,84,20
4227,26,68,0
4228,44,139,57
4229,51,24,68
4230,61,114,85
4231,21,107,70
4232,53,44,12
4233,35,40,51
4234,32,136,22
4235,68,28,20
4236,30,33,5
4237,36,93,19
4238,66,101,75
4239,23,127,39
4240,65,56,8
4241,29,112,49
4242,68,130,27
4243,54,103,10
4244,34,51,95
4245,40,120,74
4246,43,38,87
4247,46,133,55
4248,50,26,78
4249,44,23,34
4250,42,59,80
4251,27,66,24
4252,64,113,98
4253,40,48,18
4254,38,105,30
4255,38,45,80
4256,60,123,49
4257,30,46,86
4258,54,23,62
4259,50,132,46
4260,41,92,0
4261,61,82,57
4262,28,111,9
4263,34,90,7
4264,21,92,25
4265,64,53,33
4266,42,77,18
4267,47,57,77
4268,26,66,71
4269,38,84,0
4270,37,31,47
4271,36,141,24
4272,36,55,23
4273,29,20,46
4274,54,40,83
4275,59,148,93
4276,34,129,68
4277,54,65,66
4278,65,47,31
4279,56,30,16
4280,45,119,60
4281,58,103,68
4282,52,147,10
4283,64,145,37
4284,65,17,67
4285,35,81,18
4286,31,128,86
4287,52,43,16
4288,61,114,12
4289,58,96,90
4290,24,73,0
4291,58,11,1
4292,30,118,81
4293,35,35,99
4294,54,92,96
4295,30,116,99
4296,53,78,65
4297,48,106,67
4298,19,39,15
4299,33,17,3
4300,26,47,56
4301,26,90,72
4302,55,117,84
4303,28,74,22
4304,39,76,1
4305,50,99,66
4306,53,104,86
4307,62,81,25
4308,40,52,6
4309,62,55,99
4310,62,134,43
4311,51,48,32
4312,26,60,63
4313,41,13,35
4314,25,130,3
4315,24,89,22
4316,53,86,24
4317,35,142,89
4318,20,64,91
4319,45,29,91
4320,23,43,84
4321,61,131,73
4322,61,118,26
4323,38,135,50
4324,45,63,78
4325,57,142,80
4326,18,98,98
4327,53,62,68
4328,38,59,79
4329,60,81,22
4330,52,25,8
4331,30,22,32
4332,66,29,34
4333,27,75,49
4334,61,56,23
4335,64,131,87
4336,27,63,23
4337,63,15,18
4338,30,23,38
4339,54,141,60
4340,55,95,24
4341,41,36,94
4342,19,16,24
4343,39,140,26
4344,34,11,31
4345,53,89,10
4346,31,69,68
4347,27,33,32
4348,52,24,18
4349,42,104,15
4350,20,143,98
4351,64,90,10
4352,55,27,74
4353,34,29,73
4354,29,124,97
4355,69,49,68
4356,41,48,86
4357,46,41,54
4358,60,133,24
4359,42,117,92
4360,53,36,76
4361,43,119,95
4362,55,106,33
4363,18,83,11
4364,37,26,87
4365,45,58,20
4366,33,90,28
4367,64,125,50
4368,34,32,22
4369,57,107,32
4370,45,81,7
4371,29,66,41
4372,44,95,76
4373,59,32,68
4374,64,114,40
4375,47,76,73
4376,58,43,62
4377,51,42,13
4378,54,55,87
4379,23,90,61
4380,24,96,74
4381,49,24,45
4382,49,132,66
4383,42,130,92
4384,50,87,52
4385,24,75,51
4386,69,48,93
4387,29,27,100
4388,33,30,6
4389,33,36,80
4390,60,11,83
4391,53,106,53
4392,30,48,10
4393,24,65,24
4394,53,116,58
4395,64,136,87
4396,68,22,65
4397,26,135,26
4398,49,65,82
4399,28,37,57
4400,25,73,92
4401,50,80,100
4402,40,128,10
4403,42,109,54
4404,25,50,18
4405,62,13,91
4406,39,97,38
4407,21,93,84
4408,57,55,89
4409,20,97,85
4410,46,16,69
4411,58,86,10
4412,46,145,13
4413,51,102,59
4414,51,29,35
4415,45,87,40
4416,30,36,1
4417,32,129,56
4418,40,34,59
4419,61,61,19
4420,43,30,21
4421,21,27,3
4422,43,48,55
4423,57,24,92
4424,26,62,57
4425,22,47,87
4426,49,61,64
4427,37,81,87
4428,67,37,57
4429,28,127,29
4430,32,44,75
4431,49,108,18
4432,45,61,100
4433,39,149,61
4434,58,92,67
4435,34,57,78
4436,43,31,83
4437,61,132,43
4438,24,136,83
4439,59,61,60
4440,43,88,20
4441,42,138,9
4442,27,75,29
4443,62,73,23
4444,36,17,47
4445,28,34,54
4446,30,103,51
4447,25,24,37
4448,57,131,66
4449,21,84,92
4450,64,113,7
4451,48,47,28
4452,45,124,9
4453,28,48,68
4454,60,117,74
4455,18,26,67
4456,66,144,48
4457,64,127,57
4458,69,48,34
4459,55,44,49
4460,41,60,39
4461,64,56,11
4462,48,45,84
4463,58,73,15
4464,63,104,77
4465,67,114,84
4466,43,22,47
4467,66,121,90
4468,67,74,99
4469,22,17,0
4470,37,57,64
4471,69,94,21
4472,58,52,14
4473,28,94,83
4474,50,28,66
4475,67,32,13
4476,55,124,72
4477,44,59,18
4478,51,52,39
4479,32,108,97
4480,49,113,3
4481,38,125,32
4482,63,60,42
4483,22,115,36
4484,23,121,65
4485,55,81,26
4486,39,148,44
4487,35,89,80
4488,31,58,49
4489,27,56,94
4490,63,81,62
4491,30,16,5
4492,48,75,94
4493,47,86,66
4494,20,71,66
4495,47,47,96
4496,23,134,58
4497,46,93,12
4498,25,38,20
4499,61,123,63
4500,62,88,36
4501,60,32,79
4502,61,115,84
4503,50,140,47
4504,34,110,55
4505,65,17,43
4506,28,95,12
4507,30,126,3
4508,67,38,94
4509,28,11,72
4510,48,122,32
4511,45,74,36
4512,61,117,52
4513,23,29,100
4514,58,46,23
4515,33,81,88
4516,21,36,50
4517,52,132,40
4518,65,143,28
4519,43,54,58
4520,29,92,39
4521,28,129,50
4522,54,74,49
4523,42,34,35
4524,35,36,78
4525,36,144,59
4526,40,115,17
4527,55,53,19
4528,35,116,4
4529,43,45,17
4530,23,15,39
4531,21,18,0
4532,61,22,18
4533,68,50,86
4534,46,137,25
4535,51,75,28
4536,34,94,58
4537,60,33,62
4538,60,53,97
4539,33,115,82
4540,19,107,61
4541,51,69,47
4542,25,18,61
4543,30,139,17
4544,59,65,65
4545,25,31,26
4546,47,90,5
4547,49,109,69
4548,53,22,58
4549,64,80,5
4550,47,25,30
4551,18,54,93
4552,60,74,55
4553,56,148,53
4554,34,79,84
4555,37,108,40
4556,41,110,17
4557,67,114,86
4558,39,149,22
4559,46,103,91
4560,39,51,35
4561,61,92,24
4562,26,142,6
4563,54,114,81
4564,27,37,19
4565,53,35,4
4566,54,125,17
4567,45,58,32
4568,45,10,78
4569,59,101,34
4570,60,67,64
4571,38,88,62
4572,41,90,84
4573,59,35,71
4574,57,86,70
4575,19,81,40
4576,25,78,49
4577,65,15,29
4578,44,32,37
4579,39,63,34
4580,54,96,65
4581,44,20,45
4582,46,143,7
4583,20,20,67
4584,61,86,36
4585,30,21,84
4586,62,62,12
4587,27,108,72
4588,53,45,44
4589,26,37,28
4590,44,111,40
4591,51,16,55
4592,68,24,87
4593,18,148,15
4594,49,33,11
4595,42,39,65
4596,46,75,61
4597,24,70,18
4598,66,87,29
4599,20,50,15
4600,37,91,87
4601,37,60,12
4602,47,104,68
4603,52,22,22
4604,52,99,61
4605,66,149,30
4606,56,91,52
4607,44,18,16
4608,43,57,48
4609,31,58,48
4610,34,62,66
4611,35,49,25
4612,62,116,12
4613,69,33,37
4614,46,117,21
4615,37,42,84
4616,44,32,28
4617,35,86,44
4618,21,63,45
4619,18,62,38
4620,67,58,68
4621,18,87,77
4622,43,89,81
4623,62,111,67
4624,37,131,96
4625,69,112,38
4626,40,99,19
4627,27,99,76
4628,28,130,99
4629,58,69,67
4630,58,131,34
4631,22,39,7
4632,18,139,51
4633,34,92,39
4634,39,120,35
4635,51,117,5
4636,62,120,85
4637,58,34,69
4638,46,59,99
4639,21,23,72
4640,22,143,15
4641,28,85,45
4642,68,93,58
4643,38,96,37
4644,52,39,96
4645,29,67,17
4646,43,103,11
4647,68,50,53
4648,36,103,90
4649,62,66,46
4650,24,73,0
4651,64,107,14
4652,24,25,90
4653,43,97,79
4654,57,87,20
4655,22,99,0
4656,38,81,92
4657,31,23,66
4658,21,40,11
4659,40,75,27
4660,59,121,38
4661,37,77,36
4662,32,64,94
4663,67,132,59
4664,69,34,30
4665,62,140,57
4666,46,78,96
4667,25,111,96
4668,58,127,10
4669,65,35,28
4670,36,49,88
4671,65,47,12
4672,56,16,50
4673,63,129,53
4674,45,44,18
4675,63,87,57
4676,44,47,35
4677,21,147,27
4678,32,37,67
4679,52,109,2
4680,54,47,100
4681,18,133,88
4682,20,101,40
4683,64,106,34
4684,41,15,92
4685,44,136,92
4686,57,24,75
4687,53,117,98
4688,51,140,83
4689,46,52,80
4690,41,56,75
4691,41,108,49
4692,59,23,99
4693,21,141,73
4694,20,124,81
4695,51,149,29
4696,66,11,71
4697,40,44,76
4698,69,19,94
4699,40,121,69
4700,62,30,53
4701,22,24,70
4702,48,121,84
4703,58,135,50
4704,23,94,27
4705,54,94,63
4706,27,14,84
4707,57,126,20
4708,24,81,87
4709,56,83,26
4710,55,60,26
4711,38,33,76
4712,37,47,49
4713,20,53,28
4714,68,84,38
4715,39,104,56
4716,64,32,91
4717,21,133,36
4718,45,95,92
4719,29,52,63
4720,55,49,47
4721,68,56,21
4722,53,29,99
4723,64,118,29
4724,58,77,27
4725,22,33,22
4726,30,45,96
4727,40,54,3
4728,67,139,2
4729,47,37,60
4730,54,32,95
4731,42,100,3
4732,65,143,64
4733,44,112,11
4734,68,47,12
4735,31,103,33
4736,65,62,58
4737,64,47,92
4738,53,52,72
4739,56,112,30
4740,33,123,70
4741,39,13,12
4742,38,14,53
4743,38,77,1
4744,25,132,32
4745,66,89,49
4746,33,20,6
4747,48,129,17
4748,59,35,50
4749,27,45,7
4750,49,131,54
4751,51,68,75
4752,26,105,42
4753,34,15,58
4754,28,107,29
4755,49,65,58
4756,27,145,8
4757,39,103,91
4758,34,36,67
4759,21,129,38
4760,65,34,80
4761,69,95,10
4762,64,21,1
4763,42,96,22
4764,38,118,62
4765,54,98,21
4766,55,19,60
4767,66,83,25
